PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,AST,REB,FG3M,STL,BLK,PTS+REB,PTS+AST,REB+AST,PTS+REB+AST
Lindy Waters III,SAS,26,7.2,2.1,0.4,0.8,0.6,0.2,0.0,2.9,2.5,1.2,3.3
Johnny Juzang,MIN,17,3.9,2.1,0.4,0.8,0.3,0.1,0.0,2.9,2.5,1.2,3.3
Jahmir Young,MIA,5,4.9,2.0,0.8,0.4,0.4,0.2,0.0,2.4,2.8,1.2,3.2
Amir Coffey,MIL,24,7.8,2.0,0.3,0.8,0.2,0.1,0.1,2.8,2.3,1.1,3.1
Chris Youngblood,OKC,28,5.1,1.9,0.3,0.9,0.5,0.1,0.0,2.8,2.2,1.2,3.1
Trey Jemison III,NYK,6,6.3,1.2,0.2,1.7,0.0,0.0,0.3,2.9,1.4,1.9,3.1
Nigel Hayes-Davis,PHX,23,7.8,1.4,0.3,1.3,0.1,0.3,0.0,2.7,1.7,1.6,3.0
Caleb Houstan,ATL,10,4.9,2.3,0.2,0.5,0.6,0.1,0.1,2.8,2.5,0.7,3.0
Bronny James,LAL,24,6.9,1.5,1.1,0.4,0.3,0.4,0.0,1.9,2.6,1.5,3.0
Trentyn Flowers,CHI,2,2.8,2.0,0.5,0.5,0.0,0.0,0.0,2.5,2.5,1.0,3.0
E.J. Liddell,BKN,8,4.4,1.8,0.0,1.1,0.3,0.0,0.0,2.9,1.8,1.1,2.9
Amari Williams,BOS,7,6.1,0.9,0.3,1.6,0.0,0.1,0.6,2.5,1.2,1.9,2.8
Adou Thiero,LAL,15,5.8,1.3,0.3,1.2,0.0,0.3,0.1,2.5,1.6,1.5,2.8
Jeff Green,HOU,15,4.4,2.1,0.1,0.5,0.5,0.0,0.1,2.6,2.2,0.6,2.7
Kyle Lowry,PHI,6,7.4,1.0,1.2,0.5,0.3,0.2,0.0,1.5,2.2,1.7,2.7
Harrison Ingram,SAS,3,3.6,1.7,0.0,1.0,0.3,0.0,0.0,2.7,1.7,1.0,2.7
Drew Peterson,CHA,6,10.7,0.8,0.3,1.5,0.0,0.5,0.2,2.3,1.1,1.8,2.6
Dario Šarić,SAC,5,8.2,1.0,0.4,1.2,0.2,0.0,0.0,2.2,1.4,1.6,2.6
N'Faly Dante,ATL,4,3.9,0.8,0.0,1.8,0.0,0.5,0.0,2.6,0.8,1.8,2.6
Khaman Maluach,PHX,18,4.7,1.3,0.2,1.0,0.0,0.1,0.4,2.3,1.5,1.2,2.5
Thanasis Antetokounmpo,MIL,13,3.1,1.7,0.1,0.5,0.0,0.5,0.2,2.2,1.8,0.6,2.3
Anthony Gill,WAS,19,3.8,1.5,0.0,0.8,0.2,0.1,0.1,2.3,1.5,0.8,2.3
Isaac Jones,DET,4,4.6,1.3,0.3,0.5,0.0,0.0,0.0,1.8,1.6,0.8,2.1
Patrick Baldwin Jr.,LAC,1,5.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
Hunter Dickinson,NOP,1,4.7,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0
Jacob Toppin,ATL,5,3.4,1.6,0.2,0.2,0.0,0.0,0.2,1.8,1.8,0.4,2.0
Jahmai Mashack,MEM,7,3.5,0.9,0.3,0.7,0.3,0.1,0.0,1.6,1.2,1.0,1.9
Curtis Jones,DEN,5,4.4,0.8,0.2,0.8,0.0,0.0,0.0,1.6,1.0,1.0,1.8
Joe Ingles,MIN,13,4.1,0.5,0.8,0.4,0.1,0.5,0.0,0.9,1.3,1.2,1.7
Hunter Sallis,PHI,7,3.7,1.0,0.6,0.1,0.0,0.0,0.1,1.1,1.6,0.7,1.7
Bismack Biyombo,SAS,11,5.9,0.8,0.3,0.6,0.0,0.3,0.1,1.4,1.1,0.9,1.7
Tyson Etienne,BKN,8,4.3,1.5,0.1,0.0,0.5,0.0,0.0,1.5,1.6,0.1,1.6
LJ Cryer,GSW,2,2.3,1.5,0.0,0.0,0.5,0.0,0.0,1.5,1.5,0.0,1.5
Chucky Hepburn,TOR,2,6.6,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.5,1.5
Pacôme Dadiet,NYK,17,3.0,0.5,0.4,0.6,0.0,0.1,0.0,1.1,0.9,1.0,1.5
Malevy Leons,GSW,2,2.3,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,1.5
Vladislav Goldin,MIA,1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Mo Bamba,TOR,2,2.9,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0
Garrett Temple,TOR,12,2.8,0.3,0.3,0.3,0.1,0.3,0.1,0.6,0.6,0.6,0.9
Chris Mañon,LAL,4,3.4,0.0,0.0,0.8,0.0,0.3,0.5,0.8,0.0,0.8,0.8
Jahmyl Telfort,LAC,8,4.0,0.1,0.1,0.4,0.0,0.1,0.0,0.5,0.2,0.5,0.6
Tosan Evbuomwan,NYK,5,1.5,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.4
Isaiah Crawford,HOU,2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noa Essengue,CHI,2,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Sharife Cooper,WAS,4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
